Detailed Statistics Arrivals  
Destination Airport: Dallas/Fort Worth, TX: Dallas/Fort Worth International (DFW)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"B6","08/14/2024","0215","N3149J","BOS","13:39","13:30","245","246","-9","13:17","13","0","0","0","0","0"
"B6","08/15/2024","0215","N3123J","BOS","13:39","13:39","245","247","0","13:26","13","0","0","0","0","0"
"B6","08/16/2024","0215","N3157J","BOS","13:39","13:40","245","250","1","13:27","13","0","0","0","0","0"
"B6","08/17/2024","0215","N307JB","BOS","15:57","16:08","247","271","11","15:52","16","0","0","0","0","0"
"B6","08/18/2024","0215","N3123J","BOS","13:39","13:48","245","248","9","13:34","14","0","0","0","0","0"
"B6","08/19/2024","0215","N3132J","BOS","13:39","14:03","245","240","24","13:50","13","13","0","0","0","11"
"B6","08/20/2024","0215","N3156J","BOS","13:39","13:56","245","230","17","13:43","13","17","0","0","0","0"
"B6","08/21/2024","0215","N3196J","BOS","13:39","16:24","245","238","165","16:13","11","165","0","0","0","0"
"B6","08/22/2024","0215","N517JB","BOS","13:39","00:00","245","0","0","00:00","0","0","0","0","0","0"
"B6","08/23/2024","0215","N3152J","BOS","13:39","13:28","245","226","-11","13:15","13","0","0","0","0","0"
"B6","08/24/2024","0215","N3156J","BOS","16:43","16:20","253","231","-23","16:07","13","0","0","0","0","0"
"B6","08/25/2024","0215","N3044J","BOS","13:39","15:47","245","232","128","15:36","11","128","0","0","0","0"
"B6","08/26/2024","0215","N3221J","BOS","13:39","13:20","245","226","-19","13:07","13","0","0","0","0","0"
"B6","08/27/2024","0215","N3203J","BOS","13:39","13:08","245","223","-31","12:56","12","0","0","0","0","0"
"B6","08/28/2024","0215","N3185J","BOS","13:39","13:18","245","233","-21","13:06","12","0","0","0","0","0"
"B6","08/29/2024","0215","N3044J","BOS","13:39","13:26","245","234","-13","13:14","12","0","0","0","0","0"
"B6","08/30/2024","0215","N3123J","BOS","13:39","16:33","245","221","174","16:28","5","174","0","0","0","0"
"B6","08/31/2024","0215","N3138J","BOS","16:43","16:45","253","236","2","16:33","12","0","0","0","0","0"
"B6","09/01/2024","0215","N3112J","BOS","13:39","13:35","245","249","-4","13:20","15","0","0","0","0","0"
"B6","09/02/2024","0215","N3145J","BOS","13:39","14:27","245","254","48","14:11","16","39","0","9","0","0"
"B6","09/03/2024","0215","N3196J","BOS","13:39","16:10","245","245","151","15:58","12","151","0","0","0","0"
"B6","09/04/2024","0215","N3169J","BOS","12:20","12:11","256","257","-9","11:53","18","0","0","0","0","0"
"B6","09/05/2024","0215","N3169J","BOS","12:20","12:17","256","259","-3","11:50","27","0","0","0","0","0"
"B6","09/06/2024","0215","N3185J","BOS","12:20","12:14","256","260","-6","12:02","12","0","0","0","0","0"
"B6","09/07/2024","0215","N3138J","BOS","12:20","12:19","256","267","-1","12:05","14","0","0","0","0","0"
"B6","09/08/2024","0215","N3138J","BOS","12:20","13:37","256","269","77","13:22","15","50","0","13","0","14"
"B6","09/09/2024","0215","N3156J","BOS","12:20","12:06","256","251","-14","11:51","15","0","0","0","0","0"
"B6","09/10/2024","0215","N3132J","BOS","12:20","12:00","256","242","-20","11:49","11","0","0","0","0","0"
"B6","09/11/2024","0215","N3195J","BOS","12:20","12:20","256","265","0","12:01","19","0","0","0","0","0"
"B6","09/12/2024","0215","N3104J","BOS","12:20","12:37","256","273","17","12:23","14","0","0","17","0","0"
"B6","09/13/2024","0215","N663JB","BOS","12:20","11:48","256","230","-32","11:32","16","0","0","0","0","0"
"B6","09/14/2024","0215","N3112J","BOS","12:20","12:10","256","241","-10","11:48","22","0","0","0","0","0"
"B6","09/15/2024","0215","N3195J","BOS","12:20","12:38","256","255","18","11:58","40","18","0","0","0","0"
"B6","09/16/2024","0215","N3203J","BOS","12:20","12:01","256","237","-19","11:40","21","0","0","0","0","0"
"B6","09/17/2024","0215","N3118J","BOS","12:20","11:49","256","232","-31","11:37","12","0","0","0","0","0"
"B6","09/18/2024","0215","N3112J","BOS","12:20","12:05","256","246","-15","11:33","32","0","0","0","0","0"
"B6","09/19/2024","0215","N3194J","BOS","12:20","11:53","256","234","-27","11:45","8","0","0","0","0","0"
"B6","09/20/2024","0215","N3121J","BOS","12:20","15:20","256","227","180","15:08","12","180","0","0","0","0"
"B6","09/21/2024","0215","N3123J","BOS","12:20","12:06","256","236","-14","11:58","8","0","0","0","0","0"
"B6","09/22/2024","0215","N3085J","BOS","12:20","12:12","256","255","-8","11:38","34","0","0","0","0","0"
"B6","09/23/2024","0215","N3203J","BOS","12:20","12:35","256","271","15","12:18","17","0","0","15","0","0"
"B6","09/24/2024","0215","N3123J","BOS","12:20","12:46","256","291","26","12:29","17","0","0","26","0","0"
"B6","09/25/2024","0215","N3138J","BOS","12:20","12:37","256","274","17","12:10","27","0","0","17","0","0"
"B6","09/26/2024","0215","N3157J","BOS","12:20","14:43","256","240","143","14:27","16","140","0","0","0","3"
"B6","09/27/2024","0215","N3118J","BOS","12:20","12:17","256","257","-3","12:09","8","0","0","0","0","0"
"B6","09/28/2024","0215","N3139J","BOS","12:20","12:24","256","267","4","11:58","26","0","0","0","0","0"
"B6","09/29/2024","0215","N3085J","BOS","12:20","11:58","256","242","-22","11:42","16","0","0","0","0","0"
"B6","09/30/2024","0215","N3152J","BOS","12:20","12:01","256","237","-19","11:46","15","0","0","0","0","0"
"B6","10/01/2024","0215","N3232J","BOS","12:15","11:55","255","244","-20","11:40","15","0","0","0","0","0"
"B6","10/02/2024","0215","N3058J","BOS","12:15","12:14","255","254","-1","11:44","30","0","0","0","0","0"
"B6","10/03/2024","0215","N3169J","BOS","12:15","12:00","255","246","-15","11:50","10","0","0","0","0","0"
"B6","10/04/2024","0215","N3229J","BOS","12:15","11:54","255","236","-21","11:41","13","0","0","0","0","0"
"B6","10/05/2024","0215","N3139J","BOS","12:15","12:05","255","247","-10","11:54","11","0","0","0","0","0"
"B6","10/06/2024","0215","N3085J","BOS","12:15","12:02","255","230","-13","11:50","12","0","0","0","0","0"
"B6","10/07/2024","0215","N3215J","BOS","12:15","12:00","255","250","-15","11:45","15","0","0","0","0","0"
"B6","10/08/2024","0215","N3112J","BOS","12:15","15:36","255","237","201","15:21","15","201","0","0","0","0"
"B6","10/09/2024","0215","N3195J","BOS","12:15","12:18","255","261","3","12:07","11","0","0","0","0","0"
"B6","10/10/2024","0215","N3123J","BOS","12:15","12:04","255","246","-11","11:52","12","0","0","0","0","0"
"B6","10/11/2024","0215","N3023J","BOS","12:15","12:23","255","235","8","12:12","11","0","0","0","0","0"
"B6","10/12/2024","0215","N3229J","BOS","12:15","12:03","255","248","-12","11:51","12","0","0","0","0","0"
"B6","10/13/2024","0215","N3085J","BOS","12:15","12:01","255","247","-14","11:49","12","0","0","0","0","0"
"B6","10/14/2024","0215","N3065J","BOS","12:15","12:50","255","299","35","12:28","22","0","0","35","0","0"
"B6","10/15/2024","0215","N3152J","BOS","12:15","12:12","255","261","-3","12:03","9","0","0","0","0","0"
"B6","10/16/2024","0215","N3132J","BOS","12:15","11:48","255","221","-27","11:42","6","0","0","0","0","0"
"B6","10/17/2024","0215","N3115J","BOS","12:15","12:38","255","219","23","12:26","12","0","0","23","0","0"
"B6","10/18/2024","0215","N3221J","BOS","12:15","12:18","255","259","3","11:38","40","0","0","0","0","0"
"B6","10/19/2024","0215","N3118J","BOS","12:15","11:44","255","224","-31","11:39","5","0","0","0","0","0"
"B6","10/20/2024","0215","N3023J","BOS","12:15","11:54","255","238","-21","11:49","5","0","0","0","0","0"
"B6","10/21/2024","0215","N3152J","BOS","12:15","12:17","255","251","2","11:58","19","0","0","0","0","0"
"B6","10/22/2024","0215","N3157J","BOS","12:15","11:49","255","234","-26","11:36","13","0","0","0","0","0"
"B6","10/23/2024","0215","N3185J","BOS","12:15","12:09","255","250","-6","12:03","6","0","0","0","0","0"
"B6","10/24/2024","0215","N3138J","BOS","12:15","11:55","255","241","-20","11:41","14","0","0","0","0","0"
"B6","10/25/2024","0215","N3062J","BOS","12:15","11:56","255","241","-19","11:49","7","0","0","0","0","0"
"B6","10/26/2024","0215","N3023J","BOS","12:15","12:40","255","281","25","12:16","24","0","0","25","0","0"
"B6","10/27/2024","0215","N3085J","BOS","12:40","12:19","270","250","-21","12:11","8","0","0","0","0","0"
"B6","10/28/2024","0215","N3023J","BOS","12:40","12:07","270","244","-33","11:58","9","0","0","0","0","0"
"B6","10/29/2024","0215","N3232J","BOS","12:40","12:22","270","260","-18","11:45","37","0","0","0","0","0"
"B6","10/30/2024","0215","N3102J","BOS","12:40","11:58","270","239","-42","11:45","13","0","0","0","0","0"
"B6","10/31/2024","0215","N3104J","BOS","12:40","12:57","270","294","17","12:44","13","0","0","17","0","0"

 SOURCE: Bureau of Transportation Statistics
